RP:1	PR:LOC:(63548356,63556669)@chr19@Human
RP:1525	PR:LOC:(17807201,17861147)@chr21@Human
RP:152503	PR:LOC:(152399045,152505177)@chr4@Human
RP:152518	PR:LOC:(47690185,47757583)@chr4@Human
RP:152519	PR:LOC:(47859719,47880012)@chr4@Human
RP:152559	PR:LOC:(80196275,80217736)@chr4@Human
RP:152573	PR:LOC:(42241002,42245432)@chr4@Human
RP:152579	PR:LOC:(53580081,54073170)@chr4@Human
RP:152586	PR:LOC:(141721480,141777129)@chr4@Human
RP:152594	PR:LOC:(139839449,139841148)@chr4@Human
RP:152620	PR:LOC:(137633774,138091203)@chr4@Human
RP:152641	PR:LOC:(184393323,184395501)@chr4@Human
RP:152663	PR:LOC:(189645727,189646552)@chr4@Human
RP:152667	PR:LOC:(154206187,154207737)@chr4@Human
RP:152687	PR:LOC:(43227,78099)@chr4@Human
RP:1527	PR:LOC:(153019779,153044285)@chrX@Human
RP:152742	PR:LOC:(13789861,13817941)@chr4@Human
RP:152756	PR:LOC:(166235705,166237878)@chr4@Human
RP:152789	PR:LOC:(6173558,6320354)@chr4@Human
RP:1528	PR:LOC:(70071512,70110159)@chr18@Human
RP:152815	PR:LOC:(76797821,76811157)@chr4@Human
RP:152816	PR:LOC:(76838437,76847106)@chr4@Human
RP:152831	PR:LOC:(39231039,39272919)@chr4@Human
RP:152845	PR:LOC:(85521592,85523823)@chr4@Human
RP:152877	PR:LOC:(1609762,1653085)@chr4@Human
RP:152905	PR:LOC:(146654300,146655010)@chr4@Human
RP:152926	PR:LOC:(89540224,89562926)@chr4@Human
RP:152940	PR:LOC:(160172297,160313938)@chr4@Human
RP:152992	PR:LOC:(8574214,8596352)@chr4@Human
RP:153	PR:LOC:(115793796,115795518)@chr10@Human
RP:153020	PR:LOC:(82705398,82750240)@chr4@Human
RP:153027	PR:LOC:(11046507,11050865)@chr4@Human
RP:153090	PR:LOC:(121541203,121627361)@chr9@Human
RP:1531	PR:LOC:(92674193,92674590)@chr14@Human
RP:153129	PR:LOC:(54957435,55043852)@chr5@Human
RP:153134	PR:LOC:(54287821,54289431)@chr5@Human
RP:1532	PR:LOC:(22814308,22814706)@chr20@Human
RP:153201	PR:LOC:(150674733,150707312)@chr5@Human
RP:153218	PR:LOC:(147627936,147646010)@chr5@Human
RP:153222	PR:LOC:(172415976,172496576)@chr5@Human
RP:153241	PR:LOC:(122709534,122753573)@chr5@Human
RP:153297	PR:LOC:(4693844,4701367)@chr5@Human
RP:153328	PR:LOC:(135198315,135252225)@chr5@Human
RP:153339	PR:LOC:(82388234,82396692)@chr5@Human
RP:153364	PR:LOC:(89789778,89806341)@chr5@Human
RP:153396	PR:LOC:(87526781,87600421)@chr5@Human
RP:1534	PR:LOC:(58864158,58877410)@chr17@Human
RP:153441	PR:LOC:(121517459,121546250)@chr5@Human
RP:153443	PR:LOC:(121325555,121391528)@chr5@Human
RP:153478	PR:LOC:(222168,235704)@chr5@Human
RP:1535	PR:LOC:(87237199,87244950)@chr16@Human
RP:153527	PR:LOC:(140060216,140066423)@chr5@Human
RP:153561	PR:LOC:(69176395,69310905)@chr5@Human
RP:153562	PR:LOC:(68746699,68775592)@chr5@Human
RP:153571	PR:LOC:(2805262,2808511)@chr5@Human
RP:153572	PR:LOC:(2799281,2804537)@chr5@Human
RP:153579	PR:LOC:(180399843,180415374)@chr5@Human
RP:1536	PR:LOC:(37395537,37428931)@chrX@Human
RP:153642	PR:LOC:(94916621,94965638)@chr5@Human
RP:153643	PR:LOC:(94752804,94811897)@chr5@Human
RP:153657	PR:LOC:(34875085,34916169)@chr5@Human
RP:153684	PR:LOC:(43077952,43081249)@chr5@Human
RP:1537	PR:LOC:(145221987,145224416)@chr8@Human
RP:153733	PR:LOC:(114631235,114659864)@chr5@Human
RP:153743	PR:LOC:(156210127,156212117)@chr5@Human
RP:153745	PR:LOC:(156521921,156525856)@chr5@Human
RP:153768	PR:LOC:(145118775,145195092)@chr5@Human
RP:153769	PR:LOC:(145296335,145423048)@chr5@Human
RP:153770	PR:LOC:(145444069,145464139)@chr5@Human
RP:153778	PR:LOC:(109246782,109248485)@chr5@Human
RP:1538	PR:LOC:(82922299,82947853)@chrX@Human
RP:153830	PR:LOC:(158516997,158567412)@chr5@Human
RP:153842	PR:LOC:(81224009,81224485)@chr5@Human
RP:153893	PR:LOC:(101084758,101085826)@chr6@Human
RP:1539	PR:LOC:(102843415,102860325)@chr9@Human
RP:153910	PR:LOC:(142889285,143000719)@chr6@Human
RP:153918	PR:LOC:(144227273,144301173)@chr6@Human
RP:153932	PR:LOC:(158628777,158634225)@chr6@Human
RP:153959	PR:LOC:(80186724,80188095)@chr6@Human
RP:154	PR:LOC:(148186369,148188379)@chr5@Human
RP:1540	PR:LOC:(49333486,49390029)@chr16@Human
RP:154007	PR:LOC:(7535431,7557092)@chr6@Human
RP:154043	PR:LOC:(154818547,154923906)@chr6@Human
RP:154064	PR:LOC:(150433380,150438721)@chr6@Human
RP:154075	PR:LOC:(130545827,130578128)@chr6@Human
RP:154091	PR:LOC:(134353324,134415444)@chr6@Human
RP:154092	PR:LOC:(134800493,134867412)@chr6@Human
RP:154141	PR:LOC:(20208928,20465162)@chr6@Human
RP:154150	PR:LOC:(22677774,22679871)@chr6@Human
RP:154197	PR:LOC:(160191712,160212146)@chr6@Human
RP:154214	PR:LOC:(125346213,125446360)@chr6@Human
RP:154215	PR:LOC:(124166988,125188712)@chr6@Human
RP:154222	PR:LOC:(666889,683550)@chr6|NT_078020@Human
RP:154288	PR:LOC:(74129121,74130304)@chr6@Human
RP:1543	PR:LOC:(72798943,72804930)@chr15@Human
RP:154313	PR:LOC:(88174450,88202494)@chr6@Human
RP:154323	PR:LOC:(168448968,168459951)@chr6@Human
RP:154386	PR:LOC:(2567146,2579836)@chr6@Human
RP:1544	PR:LOC:(72828237,72835994)@chr15@Human
RP:154449	PR:LOC:(170481054,170489289)@chr6@Human
RP:154467	PR:LOC:(37558686,37575676)@chr6@Human
RP:1545	PR:LOC:(38206397,38214943)@chr2@Human
RP:154661	PR:LOC:(86902380,87104406)@chr7@Human
RP:154664	PR:LOC:(48015104,48464352)@chr7@Human
RP:154743	PR:LOC:(112054166,112173883)@chr7@Human
RP:154754	PR:LOC:(141965047,141968706)@chr7@Human
RP:154761	PR:LOC:(142963860,142968610)@chr7@Human
RP:154790	PR:LOC:(138676242,138686343)@chr7@Human
RP:154791	PR:LOC:(138483330,138488320)@chr7@Human
RP:154796	PR:LOC:(111823876,111890188)@chrX@Human
RP:1548	PR:LOC:(46041284,46048180)@chr19@Human
RP:154807	PR:LOC:(64782407,64863952)@chr7@Human
RP:154810	PR:LOC:(94141185,94251003)@chr11@Human
RP:154865	PR:LOC:(122686665,122768589)@chr7@Human
RP:154872	PR:LOC:(124011297,124024823)@chr7@Human
RP:154881	PR:LOC:(65538095,65549967)@chr7@Human
RP:1549	PR:LOC:(46073184,46080497)@chr19@Human
RP:154907	PR:LOC:(108117983,108118592)@chr7@Human
RP:154937	PR:LOC:(56145294,56147428)@chr7@Human
RP:155	PR:LOC:(37939673,37943341)@chr8@Human
RP:1550	PR:LOC:(46105976,46225830)@chr19@Human
RP:155006	PR:LOC:(137939952,137947229)@chr7@Human
RP:155019	PR:LOC:(132310019,132312611)@chr7@Human
RP:155036	PR:LOC:(149539882,149545674)@chr7@Human
RP:155038	PR:LOC:(149585772,149614129)@chr7@Human
RP:155051	PR:LOC:(150564705,150574747)@chr7@Human
RP:155054	PR:LOC:(148237540,148261823)@chr7@Human
RP:155060	PR:LOC:(148396910,148432040)@chr7@Human
RP:155061	PR:LOC:(148607535,148632442)@chr7@Human
RP:155066	PR:LOC:(149008656,149014590)@chr7@Human
RP:155081	PR:LOC:(74768950,74778279)@chr7@Human
RP:1551	PR:LOC:(98947311,98977472)@chr7@Human
RP:155100	PR:LOC:(151579364,151582002)@chr7@Human
RP:155184	PR:LOC:(8997625,9020670)@chr1@Human
RP:155185	PR:LOC:(2492404,2528310)@chr7@Human
RP:1553	PR:LOC:(46286208,46293939)@chr19@Human
RP:155340	PR:LOC:(6679527,6680493)@chr7@Human
RP:155368	PR:LOC:(72693575,72701506)@chr7@Human
RP:155370	PR:LOC:(71744737,71749237)@chr7@Human
RP:155382	PR:LOC:(72506830,72531091)@chr7@Human
RP:155400	PR:LOC:(74684537,74690716)@chr7@Human
RP:155435	PR:LOC:(155038756,155073650)@chr7@Human
RP:155465	PR:LOC:(16672271,16694853)@chr7@Human
RP:1555	PR:LOC:(46189044,46216141)@chr19@Human
RP:1556	PR:LOC:(46122012,46148403)@chr19@Human
RP:1557	PR:LOC:(96512453,96602661)@chr10@Human
RP:1558	PR:LOC:(96786519,96819172)@chr10@Human
RP:1559	PR:LOC:(96688430,96739137)@chr10@Human
RP:156	PR:LOC:(66790663,66810945)@chr11@Human
RP:1562	PR:LOC:(96433368,96485514)@chr10@Human
RP:1564	PR:LOC:(40860714,40865051)@chr22@Human
RP:1565	PR:LOC:(40847001,40851379)@chr22@Human
RP:157	PR:LOC:(24285500,24444470)@chr22@Human
RP:1571	PR:LOC:(135229746,135241501)@chr10@Human
RP:1572	PR:LOC:(46312193,46326121)@chr19@Human
RP:157206	PR:LOC:(89902750,89903309)@chr14@Human
RP:157285	PR:LOC:(8212676,8281418)@chr8@Human
RP:1573	PR:LOC:(60071002,60104444)@chr1@Human
RP:157310	PR:LOC:(22626713,22841358)@chr8@Human
RP:157313	PR:LOC:(25372428,25421342)@chr8@Human
RP:157317	PR:LOC:(34295196,34295828)@chr6@Human
RP:157376	PR:LOC:(125127495,125142214)@chr8@Human
RP:157378	PR:LOC:(125393409,125454114)@chr8@Human
RP:157381	PR:LOC:(126021065,126025029)@chr8@Human
RP:157446	PR:LOC:(21309262,21309878)@chr22@Human
RP:157463	PR:LOC:(21318623,21319322)@chr22@Human
RP:157489	PR:LOC:(26289746,26296284)@chr8@Human
RP:157506	PR:LOC:(74369891,74399347)@chr8@Human
RP:157530	PR:LOC:(134489324,134490574)@chr8@Human
RP:157567	PR:LOC:(101602176,101641163)@chr8@Human
RP:157570	PR:LOC:(27687704,27716955)@chr8@Human
RP:157574	PR:LOC:(28341848,28403703)@chr8@Human
RP:157589	PR:LOC:(31197070,31198049)@chr8@Human
RP:1576	PR:LOC:(98999255,99026459)@chr7@Human
RP:157638	PR:LOC:(127633869,127639648)@chr8@Human
RP:157657	PR:LOC:(96327411,96350613)@chr8@Human
RP:157667	PR:LOC:(94930965,94931484)@chr8@Human
RP:157680	PR:LOC:(100094670,100958984)@chr8@Human
RP:157693	PR:LOC:(315931,323174)@chr8@Human
RP:157695	PR:LOC:(431647,485331)@chr8@Human
RP:157697	PR:LOC:(604201,671226)@chr8@Human
RP:1577	PR:LOC:(98890468,98922272)@chr7@Human
RP:157708	PR:LOC:(55597860,55626571)@chr8@Human
RP:157713	PR:LOC:(71931465,71933884)@chr6@Human
RP:157724	PR:LOC:(87295404,87311720)@chr8@Human
RP:157739	PR:LOC:(11234556,11263371)@chr8@Human
RP:157753	PR:LOC:(109864522,109868946)@chr8@Human
RP:157769	PR:LOC:(124859508,124894263)@chr8@Human
RP:157773	PR:LOC:(13468723,13470167)@chr8@Human
RP:157777	PR:LOC:(67948884,67976570)@chr8@Human
RP:1578	PR:LOC:(98927298,98942394)@chr7@Human
RP:157807	PR:LOC:(62363104,62576758)@chr8@Human
RP:157813	PR:LOC:(62040915,62042888)@chr8@Human
RP:157848	PR:LOC:(41621854,41624035)@chr8@Human
RP:157869	PR:LOC:(74141321,74156002)@chr8@Human
RP:1579	PR:LOC:(47106866,47119437)@chr1@Human
RP:157916	PR:LOC:(89923117,89924472)@chr9@Human
RP:157922	PR:LOC:(135927372,136000694)@chr9@Human
RP:157956	PR:LOC:(86856059,86857679)@chr9@Human
RP:157983	PR:LOC:(203462,205741)@chr9@Human
RP:158	PR:LOC:(39067063,39087252)@chr22@Human
RP:1580	PR:LOC:(46976762,46997105)@chr1@Human
RP:158035	PR:LOC:(27235682,27272791)@chr9@Human
RP:158038	PR:LOC:(27938528,28660278)@chr9@Human
RP:158046	PR:LOC:(88379574,88420258)@chr9@Human
RP:158055	PR:LOC:(136654513,136656349)@chr9@Human
RP:158056	PR:LOC:(137022656,137031086)@chr9@Human
RP:158062	PR:LOC:(136914309,136918817)@chr9@Human
RP:158067	PR:LOC:(132630519,132783752)@chr9@Human
RP:158078	PR:LOC:(132924376,132926116)@chr9@Human
RP:1581	PR:LOC:(59565292,59575275)@chr8@Human
RP:158104	PR:LOC:(87860747,87924282)@chr9@Human
RP:158130	PR:LOC:(122503549,122566758)@chr9@Human
RP:158131	PR:LOC:(122456571,122457515)@chr9@Human
RP:158135	PR:LOC:(121663846,121935117)@chr9@Human
RP:158158	PR:LOC:(82826877,82907597)@chr9@Human
RP:158160	PR:LOC:(38685312,38707137)@chr10@Human
RP:158177	PR:LOC:(33514488,33566909)@chr9@Human
RP:1582	PR:LOC:(42888688,42892637)@chr3@Human
RP:158219	PR:LOC:(15161561,15297244)@chr9@Human
RP:158222	PR:LOC:(14911800,14912377)@chr9@Human
RP:158228	PR:LOC:(38605669,38612362)@chr9@Human
RP:158234	PR:LOC:(37743802,37768504)@chr9@Human
RP:158248	PR:LOC:(127557912,127573433)@chr9@Human
RP:158293	PR:LOC:(93288338,93295429)@chr9@Human
RP:158297	PR:LOC:(18917893,19023184)@chr9@Human
RP:1583	PR:LOC:(72417157,72447020)@chr15@Human
RP:158314	PR:LOC:(91994431,92001445)@chr9@Human
RP:158326	PR:LOC:(14727364,14764159)@chr9@Human
RP:158345	PR:LOC:(7466949,7468376)@chr9@Human
RP:158352	PR:LOC:(6732559,6739012)@chr9@Human
RP:158358	PR:LOC:(5909022,5923884)@chr9@Human
RP:158376	PR:LOC:(35899480,35901617)@chr9@Human
RP:158381	PR:LOC:(35426333,35461299)@chr9@Human
RP:158383	PR:LOC:(34911184,34912930)@chr9@Human
RP:158399	PR:LOC:(111366994,111386267)@chr9@Human
RP:1584	PR:LOC:(143952218,143958238)@chr8@Human
RP:158401	PR:LOC:(111579728,111636778)@chr9@Human
RP:158405	PR:LOC:(112328803,112507134)@chr9@Human
RP:158427	PR:LOC:(97441920,97475154)@chr9@Human
RP:158431	PR:LOC:(96658828,96696325)@chr9@Human
RP:158435	PR:LOC:(95937048,95943749)@chr9@Human
RP:158441	PR:LOC:(95494698,95495103)@chr9@Human
RP:158452	PR:LOC:(78022699,78023982)@chr9@Human
RP:158471	PR:LOC:(76667737,76750557)@chr9@Human
RP:1585	PR:LOC:(143988977,143996261)@chr8@Human
RP:158506	PR:LOC:(22050717,22052231)@chrX@Human
RP:158511	PR:LOC:(151573796,151580086)@chrX@Human
RP:158521	PR:LOC:(146768395,146813731)@chrX@Human
RP:158572	PR:LOC:(49344928,49346880)@chrX@Human
RP:158584	PR:LOC:(57196160,57398647)@chrX@Human
RP:158586	PR:LOC:(57484529,57504169)@chrX@Human
RP:1586	PR:LOC:(104580284,104587168)@chr10@Human
RP:158674	PR:LOC:(76170805,76171836)@chr14@Human
RP:158677	PR:LOC:(84922331,85108454)@chrX@Human
RP:158696	PR:LOC:(137422412,137425003)@chrX@Human
RP:1587	PR:LOC:(39427722,39499524)@chr8@Human
RP:158714	PR:LOC:(120061935,120064789)@chrX@Human
RP:158724	PR:LOC:(33907530,33910088)@chrX@Human
RP:158730	PR:LOC:(35923047,36139277)@chrX@Human
RP:158747	PR:LOC:(14651220,14699114)@chrX@Human
RP:158763	PR:LOC:(129917751,129949388)@chrX@Human
RP:158781	PR:LOC:(41289359,41292013)@chrX@Human
RP:158787	PR:LOC:(53332860,53339797)@chrX@Human
RP:158796	PR:LOC:(118721158,118738883)@chrX@Human
RP:158798	PR:LOC:(118811682,118836561)@chrX@Human
RP:1588	PR:LOC:(49288961,49403413)@chr15@Human
RP:158800	PR:LOC:(119024907,119031729)@chrX@Human
RP:158801	PR:LOC:(119152218,119160970)@chrX@Human
RP:158809	PR:LOC:(25970214,25973420)@chrX@Human
RP:158812	PR:LOC:(145601173,145601795)@chrX@Human
RP:158813	PR:LOC:(145596848,145597473)@chrX@Human
RP:158825	PR:LOC:(70665864,70669886)@chrX@Human
RP:158830	PR:LOC:(70106858,70109475)@chrX@Human
RP:158833	PR:LOC:(69223113,69243532)@chrX@Human
RP:158835	PR:LOC:(69042545,69052803)@chrX@Human
RP:158852	PR:LOC:(134591734,134599770)@chrX@Human
RP:158866	PR:LOC:(74375082,74525896)@chrX@Human
RP:158880	PR:LOC:(55396258,55398393)@chrX@Human
RP:1589	PR:LOC:(32114061,32117396)@chr6@Human
RP:158905	PR:LOC:(154084945,154086435)@chrX@Human
RP:158931	PR:LOC:(101201847,101203162)@chrX@Human
RP:158947	PR:LOC:(100546607,100594591)@chrX@Human
RP:158948	PR:LOC:(100598615,100600382)@chrX@Human
RP:158957	PR:LOC:(153615329,153624650)@chrX@Human
RP:158983	PR:LOC:(103071864,103074401)@chrX@Human
RP:159	PR:LOC:(240897838,240941454)@chr1@Human
RP:1590	PR:LOC:(32080698,32084740)@chr6@Human
RP:159007	PR:LOC:(117793725,117795172)@chrX@Human
RP:159013	PR:LOC:(40245303,40263031)@chrX@Human
RP:159090	PR:LOC:(133629116,133656232)@chrX@Human
RP:159091	PR:LOC:(133666744,133714136)@chrX@Human
RP:1591	PR:LOC:(52203395,52223931)@chr20@Human
RP:159119	PR:LOC:(19321826,19323746)@chrY@Human
RP:159125	PR:LOC:(21895159,21901573)@chrY@Human
RP:159163	PR:LOC:(22793135,22902153)@chrY@Human
RP:159170	PR:LOC:(82708102,82740946)@chr15@Human
RP:159176	PR:LOC:(242746446,242817397)@chr2@Human
RP:159195	PR:LOC:(74928059,74983104)@chr10@Human
RP:1592	PR:LOC:(94823222,94827631)@chr10@Human
RP:159296	PR:LOC:(101282700,101286271)@chr10@Human
RP:1593	PR:LOC:(219472210,219505520)@chr2@Human
RP:159371	PR:LOC:(95643720,95652480)@chr10@Human
RP:1594	PR:LOC:(56442386,56447151)@chr12@Human
RP:159491	PR:LOC:(49563518,49686269)@chr10@Human
RP:1595	PR:LOC:(91386117,91408661)@chr7@Human
RP:1596	PR:LOC:(48109188,48109764)@chr16@Human
RP:159686	PR:LOC:(106103513,106204856)@chr10@Human
RP:159770	PR:LOC:(27784093,27785428)@chr11@Human
RP:159963	PR:LOC:(26669783,26700122)@chr11@Human
RP:159989	PR:LOC:(92728185,92767323)@chr11@Human
RP:16	PR:LOC:(68843798,68880913)@chr16@Human
RP:160	PR:LOC:(54961992,55002181)@chr19@Human
RP:1600	PR:LOC:(57175600,58428232)@chr1@Human
RP:160065	PR:LOC:(125121402,125124930)@chr11@Human
RP:1601	PR:LOC:(39408488,39430280)@chr5@Human
RP:160140	PR:LOC:(107707136,107843438)@chr11@Human
RP:1602	PR:LOC:(70910099,71339331)@chr13@Human
RP:160287	PR:LOC:(18434007,18457723)@chr11@Human
RP:160298	PR:LOC:(6183374,6188938)@chr11@Human
RP:1603	PR:LOC:(22103647,22127969)@chr14@Human
RP:160313	PR:LOC:(93730668,93731302)@chr12@Human
RP:160335	PR:LOC:(81583402,82030533)@chr12@Human
RP:160364	PR:LOC:(10015281,10029461)@chr12@Human
RP:160365	PR:LOC:(9766359,9777127)@chr12@Human
RP:1604	PR:LOC:(203883260,203922242)@chr1@Human
RP:160410	PR:LOC:(67153788,67154768)@chr12@Human
RP:160418	PR:LOC:(87038569,87093928)@chr12@Human
RP:160419	PR:LOC:(86876284,86925644)@chr12@Human
RP:160428	PR:LOC:(103920669,103980808)@chr12@Human
RP:160492	PR:LOC:(25520283,25597445)@chr12@Human
RP:1605	PR:LOC:(49482595,49548048)@chr3@Human
RP:160518	PR:LOC:(31428985,31635219)@chr12@Human
RP:1606	PR:LOC:(54611213,54634074)@chr12@Human
RP:160622	PR:LOC:(50687015,50695938)@chr12@Human
RP:1607	PR:LOC:(13960485,14654128)@chr7@Human
RP:160728	PR:LOC:(100051747,100106457)@chr12@Human
RP:160760	PR:LOC:(109434957,109483784)@chr12@Human
RP:160762	PR:LOC:(109747531,109808058)@chr12@Human
RP:160777	PR:LOC:(118235237,118441572)@chr12@Human
RP:1608	PR:LOC:(187349714,187562705)@chr3@Human
RP:160824	PR:LOC:(88811410,88813763)@chr13@Human
RP:160851	PR:LOC:(41520889,41701888)@chr13@Human
RP:160857	PR:LOC:(43320848,43351827)@chr13@Human
RP:160897	PR:LOC:(94052158,94079947)@chr13@Human
RP:1609	PR:LOC:(942506,957174)@chr4@Human
RP:161	PR:LOC:(915881,1000921)@chr11@Human
RP:1610	PR:LOC:(107776333,107797163)@chr12@Human
RP:161003	PR:LOC:(38438063,38462983)@chr13@Human
RP:1611	PR:LOC:(10732406,10814339)@chr5@Human
RP:161142	PR:LOC:(66725899,66765020)@chr14@Human
RP:161145	PR:LOC:(66983554,67023642)@chr14@Human
RP:161176	PR:LOC:(94953697,95011926)@chr14@Human
RP:161198	PR:LOC:(37793070,37795325)@chr14@Human
RP:1612	PR:LOC:(87342350,87553097)@chr9@Human
RP:161247	PR:LOC:(23670608,23671898)@chr14@Human
RP:161253	PR:LOC:(22422281,22426729)@chr14@Human
RP:161271	PR:LOC:(19297909,19298787)@chr14@Human
RP:161291	PR:LOC:(60814152,60817712)@chr14@Human
RP:1613	PR:LOC:(3909452,3920826)@chr19@Human
RP:161357	PR:LOC:(46379046,46882145)@chr14@Human
RP:161380	PR:LOC:(73148915,73156296)@chr14@Human
RP:161394	PR:LOC:(76913499,76915233)@chr14@Human
RP:161424	PR:LOC:(23838938,23844214)@chr14@Human
RP:161436	PR:LOC:(88150958,88328910)@chr14@Human
RP:161497	PR:LOC:(41679053,41698290)@chr15@Human
RP:1615	PR:LOC:(136497986,136576954)@chr2@Human
RP:161502	PR:LOC:(79178804,79228570)@chr15@Human
RP:161514	PR:LOC:(71953021,71968608)@chr15@Human
RP:161527	PR:LOC:(82695627,82705114)@chr15@Human
RP:161582	PR:LOC:(53509798,53587724)@chr15@Human
RP:1616	PR:LOC:(33394367,33398676)@chr6@Human
RP:1617	PR:LOC:(23703805,23775622)@chrY@Human
RP:161725	PR:LOC:(29562621,29734834)@chr15@Human
RP:161742	PR:LOC:(36331808,36433533)@chr15@Human
RP:161753	PR:LOC:(73803374,73807082)@chr15@Human
RP:161779	PR:LOC:(32181565,32183798)@chr15@Human
RP:1618	PR:LOC:(16603307,16622010)@chr3@Human
RP:161823	PR:LOC:(41414598,41433386)@chr15@Human
RP:161829	PR:LOC:(39262225,39310187)@chr15@Human
RP:161835	PR:LOC:(37679524,37862323)@chr15@Human
RP:161882	PR:LOC:(87047226,87128890)@chr16@Human
RP:161931	PR:LOC:(82782245,82788273)@chr16@Human
RP:162	PR:LOC:(28048223,28109123)@chr22@Human
RP:1620	PR:LOC:(119008462,119211255)@chr9@Human
RP:162073	PR:LOC:(19033285,19035294)@chr16@Human
RP:162083	PR:LOC:(26985529,26987991)@chr16@Human
RP:1621	PR:LOC:(133531039,133554020)@chr9@Human
RP:1622	PR:LOC:(119841372,119846346)@chr2@Human
RP:162239	PR:LOC:(73739926,73763486)@chr16@Human
RP:162282	PR:LOC:(51585835,51915006)@chr17@Human
RP:1623	PR:LOC:(79934738,79935207)@chr5@Human
RP:162333	PR:LOC:(58132408,58239427)@chr17@Human
RP:162387	PR:LOC:(8641208,8643311)@chr17@Human
RP:162394	PR:LOC:(30594100,30618866)@chr17@Human
RP:1624	PR:LOC:(80203116,80203662)@chr6@Human
RP:162417	PR:LOC:(39437558,39441495)@chr17@Human
RP:162427	PR:LOC:(37985061,38014928)@chr17@Human
RP:162461	PR:LOC:(45706832,45713843)@chr17@Human
RP:162466	PR:LOC:(44655731,44663127)@chr17@Human
RP:162494	PR:LOC:(27617308,27672551)@chr17@Human
RP:162514	PR:LOC:(3363236,3408039)@chr17@Human
RP:162515	PR:LOC:(6885673,6887966)@chr17@Human
RP:162517	PR:LOC:(6620296,6631689)@chr17@Human
RP:162540	PR:LOC:(41278053,41280107)@chr17@Human
RP:162605	PR:LOC:(36202011,36209710)@chr17@Human
RP:162655	PR:LOC:(14094724,14122429)@chr18@Human
RP:162681	PR:LOC:(50139169,50162386)@chr18@Human
RP:162699	PR:LOC:(42808571,42810211)@chr18@Human
RP:1627	PR:LOC:(176816220,176833271)@chr5@Human
RP:1628	PR:LOC:(53825759,53832400)@chr19@Human
RP:162835	PR:LOC:(12057487,12066653)@chr18@Human
RP:1629	PR:LOC:(100371757,100427411)@chr1@Human
RP:162962	PR:LOC:(57349937,57366556)@chr19@Human
RP:162963	PR:LOC:(57540494,57561923)@chr19@Human
RP:162966	PR:LOC:(57959279,57981828)@chr19@Human
RP:162967	PR:LOC:(58075392,58076918)@chr19@Human
RP:162968	PR:LOC:(63557537,63565932)@chr19@Human
RP:162972	PR:LOC:(62745020,62763017)@chr19@Human
RP:162979	PR:LOC:(50266599,50271528)@chr19@Human
RP:162989	PR:LOC:(47394592,47413653)@chr19@Human
RP:162993	PR:LOC:(9729151,9740410)@chr19@Human
RP:162998	PR:LOC:(9157270,9160493)@chr19@Human
RP:163	PR:LOC:(30938406,31077541)@chr17@Human
RP:1630	PR:LOC:(48121156,49311286)@chr18@Human
RP:163007	PR:LOC:(46332464,46335098)@chr19@Human
RP:163033	PR:LOC:(60780711,60783999)@chr19@Human
RP:163049	PR:LOC:(12582753,12601676)@chr19@Human
RP:163050	PR:LOC:(12497184,12500511)@chr19@Human
RP:163051	PR:LOC:(12433373,12438664)@chr19@Human
RP:163059	PR:LOC:(11986573,11990116)@chr19@Human
RP:163071	PR:LOC:(53466466,53482675)@chr19@Human
RP:163081	PR:LOC:(41872142,41904066)@chr19@Human
RP:163087	PR:LOC:(42409206,42426414)@chr19@Human
RP:163088	PR:LOC:(35220085,35221037)@chr19@Human
RP:163115	PR:LOC:(42850491,42874992)@chr19@Human
RP:163126	PR:LOC:(44721289,44722664)@chr19@Human
RP:163131	PR:LOC:(45231322,45253952)@chr19@Human
RP:163154	PR:LOC:(5733972,5735610)@chr19@Human
RP:163175	PR:LOC:(40307257,40317944)@chr19@Human
RP:163183	PR:LOC:(41186050,41191509)@chr19@Human
RP:1632	PR:LOC:(2229901,2241576)@chr16@Human
RP:163223	PR:LOC:(22153733,22155823)@chr19@Human
RP:163227	PR:LOC:(21697408,21742163)@chr19@Human
RP:163233	PR:LOC:(20369341,20540423)@chr19@Human
RP:163255	PR:LOC:(42734148,42796836)@chr19@Human
RP:163259	PR:LOC:(114837512,114924774)@chr1@Human
RP:1633	PR:LOC:(72224427,72261648)@chr4@Human
RP:163301	PR:LOC:(10631651,10641197)@chr1@Human
RP:163351	PR:LOC:(89541638,89564041)@chr1@Human
RP:1634	PR:LOC:(90041504,90079274)@chr12@Human
RP:163404	PR:LOC:(99067827,99182418)@chr1@Human
RP:163479	PR:LOC:(108977075,108997407)@chr1@Human
RP:163486	PR:LOC:(194253042,194475981)@chr1@Human
RP:1635	PR:LOC:(184186407,184211870)@chr4@Human
RP:163556	PR:LOC:(199524066,199527096)@chr1@Human
RP:163589	PR:LOC:(176292682,176392055)@chr1@Human
RP:163590	PR:LOC:(176545610,176578591)@chr1@Human
RP:1636	PR:LOC:(58908166,58952935)@chr17@Human
RP:163688	PR:LOC:(1878709,1880895)@chr1@Human
RP:163702	PR:LOC:(24225953,24259057)@chr1@Human
RP:163720	PR:LOC:(47035926,47078167)@chr1@Human
RP:163732	PR:LOC:(40995822,40997111)@chr1@Human
RP:163742	PR:LOC:(53616063,53617714)@chr1@Human
